0.001 1 0.000999993 0 0
0.02 1 0.02 0 0
0.03 1 0.03 0 0
0.04 1 0.04 0 0
0.05 1 0.05 0 0
0.06 1 0.06 0 0
0.07 1 0.07 0 0
0.08 1 0.08 0 0
0.09 1 0.09 0 0
0.1 1 0.1 0 0
0.101 1 0.101 0 0
0.201 3 0.141616 0.054041 0.00534251
0.301 4 0.156779 0.0826122 0.0532664
0.401 4 0.171829 0.104552 0.080748
0.501 5 0.185518 0.122419 0.101062
0.601 5 0.200025 0.140946 0.121033
0.701 6 0.212733 0.156101 0.137037
0.801 6 0.225872 0.171674 0.153227
0.901 7 0.238936 0.186955 0.168961
1.001 7 0.250822 0.200367 0.182702
1.101 7 0.262915 0.213981 0.196592
1.201 7 0.275172 0.227744 0.210589
1.301 8 0.286865 0.240675 0.223714
1.401 8 0.297906 0.25268 0.235882

