5e-05 -0.0199754 -0.023117 0.0169631 0.0799616 0.166774 0.277949 0.413617 0.573797 0.758473 0.967609 1.20116 1.45907 1.74128 2.04772 2.37831 2.73297 3.11161 3.51415 3.94047 4.39048 4.86406 5.36109 5.88145 6.42501 6.99164 7.58119 8.19351 8.82846 9.48587 10.1656 10.8674 11.5912 12.3368 13.104 13.8926 14.7024 15.5331 16.3847 17.2569 18.1494 19.0621 19.9946 20.9469 21.9186 22.9095 23.9194 24.948 25.995 27.0602 28.1434 29.2441 30.3623 31.4976 32.6496 33.8182 35.0031 36.2039 37.4203 38.6521 39.8989 41.1604 42.4364 43.7264 45.0302 46.3474 47.6778 49.0209 50.3765 51.7442 53.1236 54.5145 55.9165 57.3292 58.7523 60.1854 61.6282 63.0803 64.5413 66.0109 67.4887 68.9744 70.4675 71.9678 73.4747 74.9881 76.5074 78.0323 79.5624 81.0974 82.6368 84.1803 85.7275 87.2779 88.8313 90.3873 91.9453 93.5051 95.0663 96.6284 98.1912 99.7541 101.317 102.879 104.44 106 107.558 109.114 110.667 112.218 113.765 115.308 116.848 118.383 119.913 121.438 122.957 124.471 125.978 127.478 128.971 130.457 131.934 133.404 134.865 136.317 137.76 139.193 140.616 142.029 143.431 144.822 146.201 147.569 148.924 150.268 151.598 152.915 154.219 155.509 156.785 158.046 159.293 160.525 161.741 162.942 164.127 165.296 166.448 167.583 168.701 169.802 170.885 171.95 172.997 174.026 175.036 176.027 176.998 177.951 178.883 179.796 180.688 181.561 182.412 183.243 184.053 184.841 185.608 186.354 187.078 187.78 188.459 189.117 189.752 190.364 190.954 191.52 192.064 192.584 193.081 193.555 194.005 194.431 194.834 195.212 195.567 195.897 196.204 196.486 196.744 196.977 197.186 197.371 197.531 197.666 197.777 197.863 197.924 197.957 
0.0001 -0.0183227 -0.0246059 0.013294 0.0765901 0.163532 0.274785 0.410498 0.570708 0.755404 0.964555 1.19812 1.45604 1.73825 2.04469 2.37529 2.72995 3.1086 3.51114 3.93746 4.38747 4.86105 5.35809 5.87845 6.42201 6.98864 7.57819 8.19051 8.82546 9.48288 10.1626 10.8644 11.5883 12.3338 13.101 13.8896 14.6994 15.5301 16.3817 17.2539 18.1464 19.0591 19.9917 20.9439 21.9156 22.9065 23.9164 24.945 25.992 27.0572 28.1404 29.2411 30.3593 31.4946 32.6467 33.8153 35.0001 36.2009 37.4173 38.6491 39.8959 41.1574 42.4334 43.7234 45.0272 46.3444 47.6748 49.0179 50.3735 51.7412 53.1207 54.5115 55.9135 57.3262 58.7493 60.1824 61.6252 63.0773 64.5383 66.0079 67.4857 68.9714 70.4645 71.9648 73.4717 74.9851 76.5044 78.0293 79.5594 81.0944 82.6338 84.1773 85.7245 87.275 88.8283 90.3843 91.9423 93.5021 95.0633 96.6255 98.1882 99.7511 101.314 102.876 104.437 105.997 107.555 109.111 110.664 112.215 113.762 115.305 116.845 118.38 119.91 121.435 122.954 124.468 125.975 127.475 128.968 130.454 131.931 133.401 134.862 136.314 137.757 139.19 140.613 142.026 143.428 144.819 146.198 147.566 148.921 150.265 151.595 152.912 154.216 155.506 156.782 158.043 159.29 160.522 161.738 162.939 164.124 165.293 166.445 167.58 168.698 169.799 170.882 171.947 172.994 174.023 175.033 176.024 176.995 177.948 178.88 179.793 180.685 181.558 182.409 183.24 184.05 184.838 185.605 186.351 187.075 187.777 188.456 189.114 189.749 190.361 190.951 191.517 192.061 192.581 193.078 193.552 194.002 194.428 194.831 195.209 195.564 195.894 196.201 196.483 196.741 196.974 197.183 197.368 197.528 197.663 197.774 197.86 197.92 197.956 
0.00015 -0.0143169 -0.0237418 0.0117303 0.0753163 0.162316 0.273621 0.409369 0.569601 0.754312 0.963474 1.19704 1.45497 1.73719 2.04364 2.37423 2.7289 3.10755 3.51009 3.93642 4.38643 4.86001 5.35704 5.87741 6.42097 6.9876 7.57715 8.18948 8.82443 9.48184 10.1616 10.8634 11.5872 12.3328 13.1 13.8886 14.6983 15.5291 16.3807 17.2529 18.1454 19.058 19.9906 20.9429 21.9146 22.9055 23.9154 24.944 25.991 27.0562 28.1393 29.2401 30.3583 31.4935 32.6456 33.8142 34.9991 36.1999 37.4163 38.6481 39.8949 41.1564 42.4323 43.7224 45.0262 46.3434 47.6737 49.0169 50.3725 51.7402 53.1196 54.5105 55.9125 57.3252 58.7483 60.1814 61.6242 63.0762 64.5373 66.0069 67.4847 68.9704 70.4635 71.9637 73.4707 74.9841 76.5034 78.0283 79.5584 81.0934 82.6328 84.1763 85.7234 87.2739 88.8273 90.3832 91.9413 93.5011 95.0623 96.6244 98.1872 99.7501 101.313 102.875 104.436 105.996 107.554 109.11 110.663 112.214 113.761 115.304 116.844 118.379 119.909 121.434 122.953 124.467 125.974 127.474 128.967 130.453 131.93 133.4 134.861 136.313 137.756 139.189 140.612 142.025 143.427 144.818 146.197 147.565 148.92 150.264 151.594 152.911 154.215 155.505 156.781 158.042 159.289 160.521 161.737 162.938 164.123 165.292 166.444 167.579 168.697 169.798 170.881 171.946 172.993 174.022 175.032 176.023 176.994 177.947 178.879 179.792 180.684 181.557 182.408 183.239 184.049 184.837 185.604 186.35 187.074 187.776 188.455 189.113 189.748 190.36 190.95 191.516 192.06 192.58 193.077 193.551 194.001 194.427 194.83 195.208 195.563 195.893 196.2 196.482 196.74 196.973 197.182 197.367 197.527 197.662 197.773 197.858 197.918 197.957 
0.0002 -0.00969053 -0.0222569 0.0109105 0.0748251 0.161829 0.273168 0.40894 0.56919 0.753913 0.963085 1.19666 1.45459 1.73682 2.04327 2.37387 2.72854 3.10719 3.50973 3.93606 4.38607 4.85965 5.35669 5.87705 6.42062 6.98724 7.5768 8.18912 8.82407 9.48149 10.1612 10.8631 11.5869 12.3325 13.0996 13.8882 14.698 15.5288 16.3803 17.2525 18.145 19.0577 19.9903 20.9425 21.9143 22.9052 23.915 24.9436 25.9906 27.0559 28.139 29.2398 30.3579 31.4932 32.6453 33.8139 34.9987 36.1995 37.4159 38.6477 39.8945 41.1561 42.432 43.722 45.0258 46.343 47.6734 49.0165 50.3721 51.7398 53.1193 54.5102 55.9121 57.3249 58.7479 60.181 61.6238 63.0759 64.5369 66.0065 67.4843 68.97 70.4632 71.9634 73.4704 74.9837 76.503 78.0279 79.5581 81.093 82.6324 84.1759 85.7231 87.2736 88.827 90.3829 91.941 93.5008 95.0619 96.6241 98.1868 99.7497 101.312 102.875 104.436 105.996 107.554 109.11 110.663 112.213 113.761 115.304 116.844 118.379 119.909 121.434 122.953 124.466 125.973 127.473 128.967 130.452 131.93 133.4 134.861 136.313 137.756 139.189 140.612 142.024 143.426 144.817 146.197 147.564 148.92 150.263 151.594 152.911 154.215 155.505 156.78 158.042 159.289 160.521 161.737 162.938 164.123 165.291 166.443 167.579 168.697 169.798 170.881 171.946 172.993 174.021 175.031 176.022 176.994 177.946 178.879 179.792 180.684 181.556 182.408 183.239 184.048 184.837 185.604 186.35 187.073 187.775 188.455 189.112 189.747 190.36 190.949 191.516 192.059 192.58 193.077 193.55 194 194.427 194.829 195.208 195.562 195.893 196.199 196.482 196.739 196.973 197.182 197.366 197.526 197.662 197.772 197.858 197.917 197.958 
0.00025 -0.00498116 -0.0206891 0.0104048 0.0746774 0.161645 0.273004 0.408793 0.569056 0.753789 0.962968 1.19655 1.45449 1.73671 2.04317 2.37377 2.72844 3.1071 3.50964 3.93597 4.38598 4.85957 5.3566 5.87697 6.42053 6.98716 7.57671 8.18904 8.82399 9.48141 10.1611 10.863 11.5868 12.3324 13.0995 13.8881 14.6979 15.5287 16.3803 17.2524 18.1449 19.0576 19.9902 20.9425 21.9142 22.9051 23.915 24.9435 25.9906 27.0558 28.1389 29.2397 30.3579 31.4931 32.6452 33.8138 34.9987 36.1994 37.4159 38.6476 39.8944 41.156 42.4319 43.7219 45.0257 46.343 47.6733 49.0165 50.372 51.7397 53.1192 54.5101 55.9121 57.3248 58.7479 60.181 61.6237 63.0758 64.5368 66.0064 67.4843 68.9699 70.4631 71.9633 73.4703 74.9836 76.5029 78.0278 79.558 81.0929 82.6324 84.1759 85.723 87.2735 88.8269 90.3828 91.9409 93.5007 95.0619 96.624 98.1867 99.7497 101.312 102.875 104.436 105.996 107.554 109.11 110.663 112.213 113.761 115.304 116.843 118.378 119.909 121.433 122.953 124.466 125.973 127.473 128.966 130.452 131.93 133.4 134.861 136.313 137.755 139.189 140.612 142.024 143.426 144.817 146.197 147.564 148.92 150.263 151.593 152.911 154.214 155.504 156.78 158.042 159.289 160.521 161.737 162.938 164.123 165.291 166.443 167.579 168.697 169.797 170.881 171.946 172.993 174.021 175.031 176.022 176.994 177.946 178.879 179.791 180.684 181.556 182.408 183.238 184.048 184.837 185.604 186.35 187.073 187.775 188.455 189.112 189.747 190.36 190.949 191.516 192.059 192.58 193.077 193.55 194 194.427 194.829 195.208 195.562 195.893 196.199 196.481 196.739 196.973 197.182 197.366 197.526 197.661 197.772 197.857 197.917 197.96 
0.0003 -0.000377001 -0.0192266 0.0100469 0.074686 0.161589 0.272955 0.408756 0.569027 0.753768 0.962952 1.19654 1.45448 1.73671 2.04316 2.37377 2.72844 3.1071 3.50964 3.93597 4.38599 4.85957 5.35661 5.87698 6.42054 6.98717 7.57672 8.18905 8.824 9.48142 10.1611 10.863 11.5868 12.3324 13.0996 13.8881 14.6979 15.5287 16.3803 17.2524 18.145 19.0576 19.9902 20.9425 21.9142 22.9051 23.915 24.9436 25.9906 27.0558 28.1389 29.2397 30.3579 31.4931 32.6452 33.8138 34.9987 36.1995 37.4159 38.6477 39.8945 41.156 42.4319 43.722 45.0257 46.343 47.6733 49.0165 50.3721 51.7398 53.1192 54.5101 55.9121 57.3248 58.7479 60.181 61.6238 63.0758 64.5369 66.0065 67.4843 68.97 70.4631 71.9633 73.4703 74.9837 76.503 78.0279 79.558 81.093 82.6324 84.1759 85.723 87.2735 88.8269 90.3828 91.9409 93.5007 95.0619 96.624 98.1868 99.7497 101.312 102.875 104.436 105.996 107.554 109.11 110.663 112.213 113.761 115.304 116.843 118.378 119.909 121.433 122.953 124.466 125.973 127.473 128.966 130.452 131.93 133.4 134.861 136.313 137.755 139.189 140.612 142.024 143.426 144.817 146.197 147.564 148.92 150.263 151.593 152.911 154.214 155.505 156.78 158.042 159.289 160.521 161.737 162.938 164.123 165.291 166.443 167.579 168.697 169.797 170.881 171.946 172.993 174.021 175.031 176.022 176.994 177.946 178.879 179.791 180.684 181.556 182.408 183.238 184.048 184.837 185.604 186.35 187.073 187.775 188.455 189.112 189.747 190.36 190.949 191.516 192.059 192.58 193.077 193.55 194 194.427 194.829 195.208 195.562 195.893 196.199 196.481 196.739 196.973 197.182 197.366 197.526 197.661 197.772 197.857 197.917 197.962 
0.00035 0.00406789 -0.0179233 0.00976853 0.0747653 0.161587 0.272951 0.408757 0.569035 0.753781 0.96297 1.19656 1.4545 1.73674 2.04319 2.3738 2.72847 3.10713 3.50968 3.93601 4.38602 4.85961 5.35665 5.87701 6.42058 6.98721 7.57676 8.18909 8.82404 9.48146 10.1612 10.863 11.5868 12.3324 13.0996 13.8882 14.698 15.5287 16.3803 17.2525 18.145 19.0577 19.9903 20.9425 21.9142 22.9051 23.915 24.9436 25.9906 27.0558 28.139 29.2398 30.3579 31.4932 32.6453 33.8139 34.9987 36.1995 37.4159 38.6477 39.8945 41.156 42.432 43.722 45.0258 46.343 47.6734 49.0165 50.3721 51.7398 53.1193 54.5102 55.9121 57.3248 58.7479 60.181 61.6238 63.0759 64.5369 66.0065 67.4843 68.97 70.4631 71.9634 73.4704 74.9837 76.503 78.0279 79.558 81.093 82.6324 84.1759 85.7231 87.2736 88.827 90.3829 91.9409 93.5008 95.0619 96.6241 98.1868 99.7497 101.312 102.875 104.436 105.996 107.554 109.11 110.663 112.213 113.761 115.304 116.844 118.378 119.909 121.434 122.953 124.466 125.973 127.473 128.967 130.452 131.93 133.4 134.861 136.313 137.756 139.189 140.612 142.024 143.426 144.817 146.197 147.564 148.92 150.263 151.593 152.911 154.215 155.505 156.78 158.042 159.289 160.521 161.737 162.938 164.123 165.291 166.443 167.579 168.697 169.798 170.881 171.946 172.993 174.021 175.031 176.022 176.994 177.946 178.879 179.791 180.684 181.556 182.408 183.239 184.048 184.837 185.604 186.35 187.073 187.775 188.455 189.112 189.747 190.36 190.949 191.516 192.059 192.58 193.077 193.55 194 194.427 194.829 195.208 195.562 195.893 196.199 196.481 196.739 196.973 197.182 197.366 197.526 197.661 197.771 197.856 197.917 197.964 
0.0004 0.00835296 -0.0167797 0.00954274 0.0748757 0.161607 0.272962 0.408771 0.569054 0.753804 0.962996 1.19659 1.45453 1.73677 2.04323 2.37384 2.72851 3.10717 3.50972 3.93605 4.38606 4.85965 5.35669 5.87705 6.42062 6.98725 7.5768 8.18913 8.82408 9.4815 10.1612 10.8631 11.5869 12.3325 13.0996 13.8882 14.698 15.5288 16.3804 17.2525 18.1451 19.0577 19.9903 20.9426 21.9143 22.9052 23.9151 24.9436 25.9907 27.0559 28.139 29.2398 30.358 31.4932 32.6453 33.8139 34.9988 36.1995 37.416 38.6478 39.8946 41.1561 42.432 43.722 45.0258 46.3431 47.6734 49.0166 50.3721 51.7398 53.1193 54.5102 55.9122 57.3249 58.748 60.1811 61.6238 63.0759 64.5369 66.0066 67.4844 68.97 70.4632 71.9634 73.4704 74.9837 76.5031 78.028 79.5581 81.0931 82.6325 84.176 85.7231 87.2736 88.827 90.3829 91.941 93.5008 95.062 96.6241 98.1869 99.7498 101.313 102.875 104.436 105.996 107.554 109.11 110.663 112.213 113.761 115.304 116.844 118.379 119.909 121.434 122.953 124.466 125.973 127.473 128.967 130.452 131.93 133.4 134.861 136.313 137.756 139.189 140.612 142.024 143.426 144.817 146.197 147.564 148.92 150.263 151.594 152.911 154.215 155.505 156.781 158.042 159.289 160.521 161.737 162.938 164.123 165.291 166.443 167.579 168.697 169.798 170.881 171.946 172.993 174.022 175.031 176.022 176.994 177.946 178.879 179.792 180.684 181.556 182.408 183.239 184.048 184.837 185.604 186.35 187.073 187.775 188.455 189.112 189.747 190.36 190.949 191.516 192.059 192.58 193.077 193.55 194 194.427 194.829 195.208 195.562 195.893 196.199 196.481 196.739 196.973 197.182 197.366 197.526 197.661 197.771 197.856 197.917 197.966 
0.00045 0.0093178 -0.0175738 0.00793486 0.0733936 0.160102 0.271467 0.407288 0.56758 0.752338 0.961536 1.19513 1.45308 1.73532 2.04178 2.37239 2.72707 3.10573 3.50827 3.93461 4.38463 4.85821 5.35525 5.87562 6.41918 6.98581 7.57537 8.1877 8.82265 9.48007 10.1598 10.8616 11.5855 12.331 13.0982 13.8868 14.6966 15.5274 16.3789 17.2511 18.1436 19.0563 19.9889 20.9411 21.9128 22.9038 23.9136 24.9422 25.9892 27.0544 28.1376 29.2384 30.3565 31.4918 32.6439 33.8125 34.9973 36.1981 37.4145 38.6463 39.8931 41.1547 42.4306 43.7206 45.0244 46.3416 47.672 49.0151 50.3707 51.7384 53.1179 54.5088 55.9108 57.3235 58.7465 60.1796 61.6224 63.0745 64.5355 66.0051 67.4829 68.9686 70.4618 71.962 73.469 74.9823 76.5016 78.0265 79.5567 81.0916 82.631 84.1745 85.7217 87.2722 88.8256 90.3815 91.9396 93.4994 95.0605 96.6227 98.1854 99.7483 101.311 102.873 104.434 105.994 107.552 109.108 110.662 112.212 113.759 115.303 116.842 118.377 119.907 121.432 122.951 124.465 125.972 127.472 128.965 130.451 131.929 133.398 134.859 136.311 137.754 139.187 140.61 142.023 143.425 144.816 146.195 147.563 148.919 150.262 151.592 152.909 154.213 155.503 156.779 158.041 159.287 160.519 161.736 162.936 164.121 165.29 166.442 167.577 168.695 169.796 170.879 171.944 172.992 174.02 175.03 176.021 176.993 177.945 178.877 179.79 180.683 181.555 182.406 183.237 184.047 184.835 185.603 186.348 187.072 187.774 188.454 189.111 189.746 190.358 190.948 191.514 192.058 192.578 193.075 193.549 193.999 194.425 194.828 195.206 195.561 195.891 196.198 196.48 196.738 196.971 197.18 197.365 197.524 197.66 197.77 197.854 197.916 197.966 
0.0005 0.00946557 -0.0187297 0.00624493 0.0717068 0.158414 0.269794 0.405626 0.565928 0.750694 0.959897 1.1935 1.45145 1.73369 2.04016 2.37077 2.72545 3.10411 3.50666 3.93299 4.38301 4.85659 5.35363 5.874 6.41757 6.9842 7.57375 8.18608 8.82104 9.47846 10.1582 10.86 11.5838 12.3294 13.0966 13.8852 14.695 15.5257 16.3773 17.2495 18.142 19.0547 19.9873 20.9395 21.9112 22.9022 23.912 24.9406 25.9876 27.0528 28.136 29.2368 30.3549 31.4902 32.6423 33.8109 34.9957 36.1965 37.4129 38.6447 39.8915 41.153 42.429 43.719 45.0228 46.34 47.6704 49.0135 50.3691 51.7368 53.1163 54.5072 55.9091 57.3218 58.7449 60.178 61.6208 63.0729 64.5339 66.0035 67.4813 68.967 70.4601 71.9604 73.4674 74.9807 76.5 78.0249 79.555 81.09 82.6294 84.1729 85.7201 87.2706 88.824 90.3799 91.938 93.4978 95.0589 96.6211 98.1838 99.7467 101.309 102.872 104.433 105.993 107.551 109.107 110.66 112.21 113.758 115.301 116.841 118.376 119.906 121.431 122.95 124.463 125.97 127.47 128.964 130.449 131.927 133.397 134.858 136.31 137.753 139.186 140.609 142.021 143.423 144.814 146.194 147.561 148.917 150.26 151.591 152.908 154.212 155.502 156.777 158.039 159.286 160.518 161.734 162.935 164.12 165.288 166.44 167.576 168.694 169.795 170.878 171.943 172.99 174.018 175.028 176.019 176.991 177.943 178.876 179.788 180.681 181.553 182.405 183.236 184.045 184.834 185.601 186.347 187.07 187.772 188.452 189.109 189.744 190.357 190.946 191.513 192.056 192.577 193.074 193.547 193.997 194.424 194.826 195.205 195.559 195.89 196.196 196.478 196.736 196.97 197.179 197.363 197.523 197.658 197.768 197.852 197.914 197.965 
