0.043 0.00996812 0.0152038 0.000342151 0 -0.00557782 -0.00559574 -0.034176 0.00100408 0.073244 -0.0387254
0.044 0.0104568 0.015851 0.000349527 0 -0.00574367 -0.00576237 -0.0358429 0.00105359 0.0767404 -0.0405475
0.045 0.0109953 0.0165495 0.000356066 0 -0.00591025 -0.00592973 -0.0375535 0.00110016 0.0803216 -0.0424115
0.046 0.0115332 0.0172485 0.000362723 0 -0.00607803 -0.00609832 -0.0393037 0.00114758 0.0839844 -0.0443174
0.047 0.0120707 0.0179482 0.000369508 0 -0.00624702 -0.00626813 -0.0410941 0.00119566 0.0877293 -0.0462652
0.048 0.0126078 0.0186485 0.000376409 0 -0.00641718 -0.00643913 -0.0429242 0.0012446 0.091556 -0.0482549
0.049 0.0131444 0.0193494 0.000383419 0 -0.00658847 -0.00661128 -0.0447941 0.00129437 0.0954646 -0.0502864
0.4 2.28014 0.553929 0.161896 1.66607 -0.10175 -0.10318 -3.10043 1.98514 6.61341 -3.35103
1 6.55683 2.05251 0.178595 4.65304 -0.327313 -0.33504 -20.2941 4.9686 41.4169 -20.944
0.1 0.776005 0.338648 0.291322 0.173964 -0.0279286 -0.0284303 -0.0305308 0.65731 0.531295 -0.20944
0.1 0.956467 0.487526 0.314386 0.184575 -0.0300197 -0.0306459 -0.023527 0.710483 0.547355 -0.20944
0.1 0.956467 0.487526 0.314386 0.184575 -0.0300197 -0.0306459 -0.023527 0.710483 0.547355 -0.20944
0.1 0.956467 0.487526 0.314386 0.184575 -0.0300197 -0.0306459 -0.023527 0.710483 0.547355 -0.20944
0.1 0.776005 0.338648 0.291322 0.173964 -0.0279286 -0.0284303 -0.0305308 0.65731 0.531295 -0.20944
0.1 1.06382 0.576738 0.323066 0.194938 -0.0309234 -0.0316105 -0.0212221 0.739652 0.55373 -0.20944
