0.001 1 0.000999977 0 0
0.011 1 0.011 0 0
0.012 1 0.012 0 0
0.013 1 0.013 0 0
0.014 1 0.014 0 0
0.015 1 0.015 0 0
0.016 1 0.016 0 0
0.017 1 0.017 0 0
0.018 1 0.018 0 0
0.019 1 0.019 0 0
0.02 1 0.02 0 0
0.021 1 0.021 0 0
0.022 1 0.022 0 0
0.023 1 0.023 0 0
0.024 1 0.024 0 0
0.025 1 0.025 0 0
0.026 1 0.026 0 0
0.027 1 0.027 0 0
0.028 1 0.028 0 0
0.029 1 0.029 0 0
0.03 1 0.03 0 0
0.031 1 0.031 0 0
0.032 1 0.032 0 0
0.033 1 0.033 0 0
0.034 1 0.034 0 0
0.035 1 0.035 0 0
0.036 1 0.036 0 0
0.037 1 0.037 0 0
0.038 1 0.038 0 0
0.039 1 0.039 0 0
0.04 1 0.04 0 0
0.041 1 0.041 0 0
0.042 1 0.042 0 0
0.043 1 0.043 0 0
0.044 1 0.044 0 0
0.045 1 0.045 0 0
0.046 1 0.046 0 0
0.047 1 0.047 0 0
0.048 1 0.048 0 0
0.049 1 0.049 0 0
0.05 1 0.05 0 0
0.051 1 0.051 0 0
0.052 1 0.052 0 0
0.053 1 0.053 0 0
0.054 1 0.054 0 0
0.055 1 0.055 0 0
0.056 1 0.056 0 0
0.057 1 0.057 0 0
0.058 1 0.058 0 0
0.059 1 0.059 0 0
0.06 1 0.06 0 0
0.061 1 0.061 0 0
0.062 1 0.062 0 0
0.063 1 0.063 0 0
0.064 1 0.064 0 0
0.065 1 0.065 0 0
0.066 1 0.066 0 0
0.067 1 0.067 0 0
0.068 1 0.068 0 0
0.069 1 0.069 0 0
0.07 1 0.07 0 0
0.071 1 0.071 0 0
0.072 1 0.072 0 0
0.073 1 0.073 0 0
0.074 1 0.074 0 0
0.075 1 0.075 0 0
0.076 1 0.076 0 0
0.077 1 0.077 0 0
0.078 1 0.078 0 0
0.079 1 0.079 0 0
0.08 1 0.08 0 0
0.081 1 0.081 0 0
0.082 1 0.082 0 0
0.083 1 0.083 0 0
0.084 1 0.084 0 0
0.085 1 0.085 0 0
0.086 1 0.086 0 0
0.087 1 0.087 0 0
0.088 1 0.088 0 0
0.089 1 0.089 0 0
0.09 1 0.09 0 0
0.091 1 0.091 0 0
0.092 1 0.092 0 0
0.093 1 0.093 0 0
0.094 1 0.094 0 0
0.095 1 0.095 0 0
0.096 1 0.096 0 0
0.097 1 0.097 0 0
0.098 1 0.098 0 0
0.099 1 0.099 0 0
0.19 3 0.11824 0.0541649 0.0175954
0.29 4 0.135047 0.081091 0.0560406
0.39 5 0.151346 0.103021 0.0815641
0.49 5 0.166102 0.121113 0.101298
0.59 6 0.181012 0.138968 0.120121
0.69 6 0.194618 0.154529 0.136288
0.79 6 0.208618 0.170474 0.152688
0.89 7 0.221815 0.185173 0.167722
0.99 7 0.234335 0.198855 0.181669
1.09 7 0.247002 0.212669 0.195711
1.19 7 0.259789 0.22658 0.209821
1.29 8 0.271576 0.239175 0.222582
1.39 8 0.28302 0.251308 0.234862
1.49 8 0.294522 0.263489 0.24718

