0.100503 0.000205706
0.201005 0.00082143
0.301508 0.00184291
0.40201 0.00326292
0.502513 0.00507118
0.603015 0.00725433
0.703518 0.00979597
0.80402 0.0126767
0.904523 0.0158741
1.00503 0.0193631
1.10553 0.0231159
1.20603 0.0271022
1.30653 0.0312895
1.40704 0.0356431
1.50754 0.040127
1.60804 0.0447032
1.70854 0.0493329
1.80905 0.0539764
1.90955 0.0585935
2.01005 0.063144
2.11055 0.0675878
2.21106 0.0718856
2.31156 0.075999
2.41206 0.0798908
2.51256 0.0835257
2.61307 0.0868706
2.71357 0.0898944
2.81407 0.092569
2.91457 0.0948692
3.01508 0.096773
3.11558 0.0982619
3.21608 0.0993212
3.31658 0.09994
3.41709 0.100111
3.51759 0.0998319
3.61809 0.0991035
3.71859 0.0979314
3.8191 0.096325
3.9196 0.0942979
4.0201 0.0918678
4.1206 0.0890558
4.22111 0.0858869
4.32161 0.0823894
4.42211 0.0785948
4.52261 0.0745374
4.62312 0.070254
4.72362 0.0657838
4.82412 0.0611674
4.92462 0.0564473
5.02513 0.0516668
5.12563 0.0468699
5.22613 0.0421008
5.32663 0.0374036
5.42714 0.0328215
5.52764 0.0283971
5.62814 0.0241712
5.72864 0.0201831
5.82915 0.0164696
5.92965 0.0130651
6.03015 0.0100014
6.13065 0.00730662
6.23116 0.00500592
6.33166 0.00312059
6.43216 0.00166811
6.53266 0.00066193
6.63317 0.000111386
6.73367 2.15717e-05
6.83417 0.000393319
6.93467 0.00122319
7.03518 0.00250351
7.13568 0.00422244
7.23618 0.0063641
7.33668 0.00890873
7.43719 0.0118329
7.53769 0.0151095
7.63819 0.0187085
7.73869 0.0225967
7.8392 0.0267383
7.9397 0.0310953
8.0402 0.0356275
8.1407 0.0402935
8.24121 0.0450504
8.34171 0.0498545
8.44221 0.0546619
8.54271 0.0594285
8.64322 0.0641107
8.74372 0.0686656
8.84422 0.0730517
8.94472 0.0772288
9.04523 0.0811588
9.14573 0.0848058
9.24623 0.0881365
9.34673 0.0911206
9.44724 0.0937309
9.54774 0.0959434
9.64824 0.0977382
9.74874 0.0990987
9.84925 0.100013
9.94975 0.100472
10.0503 0.100472
10.1508 0.100013
10.2513 0.0990987
10.3518 0.0977382
10.4523 0.0959434
10.5528 0.0937309
10.6533 0.0911206
10.7538 0.0881365
10.8543 0.0848058
10.9548 0.0811588
11.0553 0.0772288
11.1558 0.0730517
11.2563 0.0686656
11.3568 0.0641107
11.4573 0.0594285
11.5578 0.0546619
11.6583 0.0498545
11.7588 0.0450504
11.8593 0.0402935
11.9598 0.0356275
12.0603 0.0310953
12.1608 0.0267383
12.2613 0.0225967
12.3618 0.0187085
12.4623 0.0151095
12.5628 0.0118329
12.6633 0.00890873
12.7638 0.0063641
12.8643 0.00422244
12.9648 0.00250351
13.0653 0.00122319
13.1658 0.000393319
13.2663 2.15717e-05
13.3668 0.000111386
13.4673 0.00066193
13.5678 0.00166811
13.6683 0.00312059
13.7688 0.00500592
13.8693 0.00730662
13.9698 0.0100014
14.0704 0.0130651
14.1709 0.0164696
14.2714 0.0201831
14.3719 0.0241712
14.4724 0.0283971
14.5729 0.0328215
14.6734 0.0374036
14.7739 0.0421008
14.8744 0.0468699
14.9749 0.0516668
15.0754 0.0564473
15.1759 0.0611674
15.2764 0.0657838
15.3769 0.070254
15.4774 0.0745374
15.5779 0.0785948
15.6784 0.0823894
15.7789 0.0858869
15.8794 0.0890558
15.9799 0.0918678
16.0804 0.0942979
16.1809 0.096325
16.2814 0.0979314
16.3819 0.0991035
16.4824 0.0998319
16.5829 0.100111
16.6834 0.09994
16.7839 0.0993212
16.8844 0.0982619
16.9849 0.096773
17.0854 0.0948692
17.1859 0.092569
17.2864 0.0898944
17.3869 0.0868706
17.4874 0.0835257
17.5879 0.0798908
17.6884 0.075999
17.7889 0.0718856
17.8894 0.0675878
17.9899 0.063144
18.0905 0.0585935
18.191 0.0539764
18.2915 0.0493329
18.392 0.0447032
18.4925 0.040127
18.593 0.0356431
18.6935 0.0312895
18.794 0.0271022
18.8945 0.0231159
18.995 0.0193631
19.0955 0.0158741
19.196 0.0126767
19.2965 0.00979597
19.397 0.00725433
19.4975 0.00507118
19.598 0.00326292
19.6985 0.00184291
19.799 0.00082143
19.8995 0.000205706
