0.001 1 0.001 0 0
0.01 1 0.00999998 0 0
0.011 1 0.011 0 0
0.012 1 0.012 0 0
0.013 1 0.013 0 0
0.014 1 0.014 0 0
0.015 1 0.015 0 0
0.016 1 0.016 0 0
0.017 1 0.017 0 0
0.018 1 0.018 0 0
0.019 1 0.019 0 0
0.02 1 0.02 0 0
0.021 1 0.021 0 0
0.022 1 0.022 0 0
0.023 1 0.023 0 0
0.024 1 0.024 0 0
0.025 1 0.025 0 0
0.026 1 0.026 0 0
0.027 1 0.027 0 0
0.028 1 0.028 0 0
0.029 1 0.029 0 0
0.03 1 0.03 0 0
0.031 1 0.031 0 0
0.032 1 0.032 0 0
0.033 1 0.033 0 0
0.034 1 0.034 0 0
0.035 1 0.035 0 0
0.036 1 0.036 0 0
0.037 1 0.037 0 0
0.038 1 0.038 0 0
0.039 1 0.039 0 0
0.04 1 0.04 0 0
0.041 1 0.041 0 0
0.042 1 0.042 0 0
0.043 1 0.043 0 0
0.044 1 0.044 0 0
0.045 1 0.045 0 0
0.046 1 0.046 0 0
0.047 1 0.047 0 0
0.048 1 0.048 0 0
0.049 1 0.049 0 0
0.05 1 0.05 0 0
0.051 1 0.051 0 0
0.052 1 0.052 0 0
0.053 1 0.053 0 0
0.054 1 0.054 0 0
0.055 1 0.055 0 0
0.056 1 0.056 0 0
0.057 1 0.057 0 0
0.058 1 0.058 0 0
0.059 1 0.059 0 0
0.06 1 0.06 0 0
0.061 2 0.0600365 0.000963499 0
0.062 2 0.0598683 0.00213168 0
0.063 2 0.0597793 0.00322069 0
0.064 2 0.0597394 0.00426062 0
0.065 2 0.059736 0.00526399 0
0.066 2 0.0597629 0.00623712 0
0.067 2 0.059814 0.00718601 0
0.068 2 0.0598875 0.00811251 0
0.069 2 0.059981 0.00901896 0
0.07 2 0.0600926 0.00990746 0
0.071 2 0.0602205 0.0107794 0
0.072 2 0.0603637 0.0116364 0
0.073 2 0.0605207 0.0124793 0
0.074 2 0.0606907 0.0133094 0
0.075 2 0.0608726 0.0141273 0
0.076 2 0.0610657 0.0149343 0
0.077 2 0.0612691 0.0157309 0
0.078 2 0.0614832 0.0165168 0
0.079 2 0.0617052 0.0172948 0
0.08 2 0.0619355 0.0180645 0
0.081 2 0.0621737 0.0188264 0
0.082 2 0.062419 0.0195809 0
0.083 2 0.0626712 0.0203288 0
0.084 2 0.0629297 0.0210702 0
0.085 2 0.0631936 0.0218064 0
0.086 2 0.0634637 0.0225363 0
0.087 2 0.0637389 0.0232611 0
0.088 2 0.064019 0.023981 0
0.089 2 0.0643037 0.0246963 0
0.09 2 0.0645926 0.0254074 0
0.091 2 0.0648855 0.0261145 0
0.092 2 0.0651822 0.0268178 0
0.093 2 0.0654824 0.0275176 0
0.094 2 0.0657859 0.028214 0
0.095 2 0.0660927 0.0289074 0
0.096 2 0.0664023 0.0295977 0
0.097 2 0.0667148 0.0302853 0
0.098 2 0.0670298 0.0309701 0
0.099 2 0.0673474 0.0316525 0
0.1 2 0.0676675 0.0323326 0
0.11 3 0.0695968 0.035988 0.00441532
0.12 3 0.0713954 0.0389496 0.00965502
0.13 3 0.0733921 0.0420606 0.0145473
0.14 3 0.0755348 0.0452772 0.019188
0.15 3 0.0777886 0.0485715 0.0236398
0.16 3 0.0801298 0.0519242 0.027946
0.17 3 0.0825414 0.055321 0.0321376
0.18 4 0.0846179 0.0580734 0.0355083
0.19 4 0.0863848 0.0602482 0.0381757
0.2 4 0.0882022 0.0624749 0.0408369
0.3 5 0.10791 0.0860927 0.0669888
0.4 5 0.124944 0.104998 0.0869079
0.5 6 0.142421 0.124186 0.106723
0.6 6 0.157577 0.140262 0.123205
0.7 6 0.17295 0.156524 0.139785
0.8 7 0.188052 0.172403 0.155915
0.9 7 0.201525 0.186338 0.170057
1 7 0.21507 0.200338 0.184237
1.1 7 0.228676 0.214388 0.198443
1.2 8 0.241942 0.228044 0.212236
1.3 8 0.253966 0.240307 0.224624
1.4 8 0.266017 0.252597 0.237028




