0 0 0
0.1 0.150891 0.0189615
0.2 0.139846 0.0702945
0.3 0.13065 0.147762
0.4 0.122963 0.247231
0.5 0.116514 0.36604
0.6 0.111088 0.502549
0.7 0.106508 0.655825
0.8 0.102633 0.825426
0.9 0.0993475 1.01123
1 0.0965556 1.21335
1.1 0.0941792 1.43202
1.2 0.0921532 1.66756
1.3 0.0904236 1.92034
1.4 0.0889452 2.19073
1.5 0.0876803 2.4791
1.6 0.086597 2.78582
1.7 0.0856684 3.1112
1.8 0.084872 3.45557
1.9 0.0841885 3.81918
2 0.0836016 4.20228
2.1 0.0830974 4.60507
2.2 0.0826641 5.02773
2.3 0.0822916 5.47042
2.4 0.0819712 5.93326
2.5 0.0816956 6.41636
2.6 0.0814586 6.9198
2.7 0.0812545 7.44363
2.8 0.0810789 7.98792
2.9 0.0809278 8.5527
3 0.0807976 9.13799
3.1 0.0806856 9.74382
3.2 0.0805891 10.3702
3.3 0.080506 11.0171
3.4 0.0804344 11.6845
3.5 0.0803728 12.3724
3.6 0.0803197 13.0809
3.7 0.080274 13.8098
3.8 0.0802346 14.5592
3.9 0.0802007 15.3291
4 0.0801715 16.1194
4.1 0.0801463 16.9302
4.2 0.0801246 17.7613
4.3 0.0801059 18.6128
4.4 0.0800898 19.4846
4.5 0.0800759 20.3768
4.6 0.080064 21.2894
4.7 0.0800537 22.2222
4.8 0.0800448 23.1753
4.9 0.0800372 24.1487
5 0.0800306 25.1424
5.1 0.0800249 26.1563
5.2 0.0800201 27.1904
5.3 0.0800158 28.2447
5.4 0.0800122 29.3193
5.5 0.0800091 30.4141
5.6 0.0800064 31.529
5.7 0.0800041 32.6642
5.8 0.0800021 33.8195
5.9 0.0800004 34.995
6 0.0799989 36.1906
6.1 0.0799976 37.4064
6.2 0.0799965 38.6424
6.3 0.0799955 39.8985
6.4 0.0799947 41.1748
6.5 0.079994 42.4712
6.6 0.0799934 43.7877
6.7 0.0799929 45.1243
6.8 0.0799924 46.4811
6.9 0.0799921 47.858
7 0.0799917 49.2551
7.1 0.0799914 50.6722
7.2 0.0799912 52.1095
7.3 0.079991 53.5669
7.4 0.0799908 55.0444
7.5 0.0799906 56.542
7.6 0.0799905 58.0598
7.7 0.0799904 59.5976
7.8 0.0799903 61.1556
7.9 0.0799902 62.7337
8 0.0799901 64.3319
8.1 0.07999 65.9502
8.2 0.07999 67.5886
8.3 0.0799899 69.2471
8.4 0.0799899 70.9257
8.5 0.0799899 72.6244
8.6 0.0799898 74.3432
8.7 0.0799898 76.0822
8.8 0.0799898 77.8412
8.9 0.0799898 79.6204
9 0.0799897 81.4196
9.1 0.0799897 83.239
9.2 0.0799897 85.0785
9.3 0.0799897 86.938
9.4 0.0799897 88.8177
9.5 0.0799897 90.7175
9.6 0.0799897 92.6374
9.7 0.0799897 94.5774
9.8 0.0799897 96.5375
9.9 0.0799896 98.5176
10 0.0799896 100.518
10.1 0.0799896 102.538
10.2 0.0799896 104.579
10.3 0.0799896 106.639
10.4 0.0799896 108.72
10.5 0.0799896 110.821
10.6 0.0799896 112.942
10.7 0.0799896 115.083
10.8 0.0799896 117.244
10.9 0.0799896 119.425
11 0.0799895 121.627
11.1 0.0799895 123.848
11.2 0.0799895 126.09
11.3 0.0799895 128.351
11.4 0.0799895 130.633
11.5 0.0799894 132.935
11.6 0.0799894 135.257
11.7 0.0799894 137.599
11.8 0.0799893 139.961
11.9 0.0799893 142.343
12 0.0799892 144.745
12.1 0.0799891 147.167
12.2 0.0799891 149.61
12.3 0.079989 152.072
12.4 0.0799889 154.555
12.5 0.0799887 157.058
12.6 0.0799886 159.58
12.7 0.0799884 162.123
12.8 0.0799882 164.686
12.9 0.079988 167.269
13 0.0799878 169.871
13.1 0.0799874 172.494
13.2 0.0799871 175.137
13.3 0.0799867 177.8
13.4 0.0799862 180.482
13.5 0.0799857 183.185
13.6 0.079985 185.907
13.7 0.0799843 188.649
13.8 0.0799834 191.411
13.9 0.0799824 194.193
14 0.0799813 196.995
14.1 0.0799799 199.815
14.2 0.0799784 202.656
14.3 0.0799765 205.516
14.4 0.0799744 208.394
14.5 0.079972 211.292
14.6 0.0799692 214.209
14.7 0.0799659 217.145
14.8 0.0799621 220.099
14.9 0.0799576 223.071
15 0.0799525 226.06
15.1 0.0799465 229.067
15.2 0.0799396 232.091
15.3 0.0799316 235.132
15.4 0.0799223 238.188
15.5 0.0799114 241.258
15.6 0.0798989 244.343
15.7 0.0798843 247.44
15.8 0.0798674 250.55
15.9 0.0798478 253.669
16 0.079825 256.796
16.1 0.0797986 259.93
16.2 0.0797679 263.068
16.3 0.0797323 266.207
16.4 0.079691 269.344
16.5 0.0796431 272.474
16.6 0.0795874 275.595
16.7 0.0795229 278.699
16.8 0.0794481 281.781
16.9 0.0793612 284.834
17 0.0792605 287.849
17.1 0.0791436 290.816
